run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail,arm
create-guard-b0,3000,LINK,warmup,2,completed,3000,2879208,success,,none
create-guard-b0,3000,LINK,warmup,3,completed,3000,2620417,success,,none
create-guard-b0,3000,LINK,warmup,4,completed,3000,2503542,success,,none
create-guard-b0,3000,LINK,measure,0,completed,3000,2723250,success,,none
create-guard-b0,3000,LINK,measure,1,completed,3000,2655792,success,,none
create-guard-b0,3000,LINK,measure,2,completed,3000,2660750,success,,none
create-guard-b0,3000,LINK,measure,3,completed,3000,2677459,success,,none
create-guard-b0,3000,LINK,measure,4,completed,3000,2705292,success,,none
create-guard-b0,3000,LINK,measure,5,completed,3000,3150750,success,,none
create-guard-b0,3000,LINK,measure,6,completed,3000,3716959,success,,none
create-guard-b0,3000,LINK,measure,7,completed,3000,3197917,success,,none
create-guard-b0,3000,LINK,measure,8,completed,3000,2642875,success,,none
create-guard-b0,3000,LINK,measure,9,completed,3000,2828917,success,,none
create-guard-b0,3000,LINK,measure,10,completed,3000,2562416,success,,none
create-guard-b0,3000,LINK,measure,11,completed,3000,2702917,success,,none
create-guard-b0,3000,LINK,measure,12,completed,3000,2968167,success,,none
create-guard-b0,3000,LINK,measure,13,completed,3000,3423583,success,,none
create-guard-b0,3000,LINK,measure,14,completed,3000,3085875,success,,none
create-guard-b0,3000,LINK,measure,15,completed,3000,2919042,success,,none
create-guard-b0,3000,LINK,measure,16,completed,3000,2616166,success,,none
create-guard-b0,3000,LINK,measure,17,completed,3000,2680750,success,,none
create-guard-b0,3000,LINK,measure,18,completed,3000,3089750,success,,none
create-guard-b0,3000,LINK,measure,19,completed,3000,3447292,success,,none
create-guard-b0,3000,LIST,warmup,0,completed,3000,15605250,success,,none
create-guard-b0,3000,LIST,warmup,1,completed,3000,15725125,success,,none
create-guard-b0,3000,LIST,warmup,2,completed,3000,15606041,success,,none
create-guard-b0,3000,LIST,warmup,3,completed,3000,15696625,success,,none
create-guard-b0,3000,LIST,warmup,4,completed,3000,16345291,success,,none
create-guard-b0,3000,LIST,measure,0,completed,3000,15997875,success,,none
create-guard-b0,3000,LIST,measure,1,completed,3000,16039208,success,,none
create-guard-b0,3000,LIST,measure,2,completed,3000,17440458,success,,none
create-guard-b0,3000,LIST,measure,3,completed,3000,15720292,success,,none
create-guard-b0,3000,LIST,measure,4,completed,3000,18897542,success,,none
create-guard-b0,3000,LIST,measure,5,completed,3000,15784292,success,,none
create-guard-b0,3000,LIST,measure,6,completed,3000,15563166,success,,none
create-guard-b0,3000,LIST,measure,7,completed,3000,15788583,success,,none
create-guard-b0,3000,LIST,measure,8,completed,3000,16729083,success,,none
create-guard-b0,3000,LIST,measure,9,completed,3000,16053042,success,,none
create-guard-b0,3000,LIST,measure,10,completed,3000,15267958,success,,none
create-guard-b0,3000,LIST,measure,11,completed,3000,16183750,success,,none
create-guard-b0,3000,LIST,measure,12,completed,3000,15862958,success,,none
create-guard-b0,3000,LIST,measure,13,completed,3000,16353875,success,,none
create-guard-b0,3000,LIST,measure,14,completed,3000,15801333,success,,none
create-guard-b0,3000,LIST,measure,15,completed,3000,15595208,success,,none
create-guard-b0,3000,LIST,measure,16,completed,3000,15726166,success,,none
create-guard-b0,3000,LIST,measure,17,completed,3000,15449709,success,,none
create-guard-b0,3000,LIST,measure,18,completed,3000,16770875,success,,none
create-guard-b0,3000,LIST,measure,19,completed,3000,16008167,success,,none
create-guard-b0,3000,SAVE,warmup,0,completed,3000,7208750,success,,none
create-guard-b0,3000,SAVE,warmup,1,completed,3000,5581834,success,,none
create-guard-b0,3000,SAVE,warmup,2,completed,3000,6083041,success,,none
create-guard-b0,3000,SAVE,warmup,3,completed,3000,5954000,success,,none
create-guard-b0,3000,SAVE,warmup,4,completed,3000,6441667,success,,none
create-guard-b0,3000,SAVE,measure,0,completed,3000,6762542,success,,none
create-guard-b0,3000,SAVE,measure,1,completed,3000,6242625,success,,none
create-guard-b0,3000,SAVE,measure,2,completed,3000,6206042,success,,none
create-guard-b0,3000,SAVE,measure,3,completed,3000,5764791,success,,none
create-guard-b0,3000,SAVE,measure,4,completed,3000,5388125,success,,none
create-guard-b0,3000,SAVE,measure,5,completed,3000,14991958,success,,none
create-guard-b0,3000,SAVE,measure,6,completed,3000,5844042,success,,none
create-guard-b0,3000,SAVE,measure,7,completed,3000,5827625,success,,none
create-guard-b0,3000,SAVE,measure,8,completed,3000,5618958,success,,none
create-guard-b0,3000,SAVE,measure,9,completed,3000,5595458,success,,none
create-guard-b0,3000,SAVE,measure,10,completed,3000,6053458,success,,none
create-guard-b0,3000,SAVE,measure,11,completed,3000,5616958,success,,none
create-guard-b0,3000,SAVE,measure,12,completed,3000,5455166,success,,none
create-guard-b0,3000,SAVE,measure,13,completed,3000,5981084,success,,none
create-guard-b0,3000,SAVE,measure,14,completed,3000,5682291,success,,none
create-guard-b0,3000,SAVE,measure,15,completed,3000,5637791,success,,none
create-guard-b0,3000,SAVE,measure,16,completed,3000,5326875,success,,none
create-guard-b0,3000,SAVE,measure,17,completed,3000,5390708,success,,none
create-guard-b0,3000,SAVE,measure,18,completed,3000,5734333,success,,none
create-guard-b0,3000,SAVE,measure,19,completed,3000,6348959,success,,none
create-guard-b0,3000,CREATE,warmup,0,completed,3000,3890338625,success,,none
create-guard-b0,3000,CREATE,warmup,1,completed,3001,3976823791,success,,none
create-guard-b0,3000,CREATE,measure,0,completed,3002,3905897792,success,,none
create-guard-b0,3000,CREATE,measure,1,completed,3003,4048882292,success,,none
create-guard-b0,3000,CREATE,measure,2,completed,3004,3962899833,success,,none
create-guard-b0,3000,CREATE,measure,3,completed,3005,3991408833,success,,none
create-guard-b0,3000,CREATE,measure,4,completed,3006,4153405333,success,,none
